value	form	character	language
jecgirix	|GIŠ.LU₂|	𒄑𒇽	sux
amra	|GIŠ.MA₂.RA|	𒄑𒈣𒊏	sux
dimmucx	|GIŠ.MI|	𒄑𒈪	sux
gissu	|GIŠ.MI|	𒄑𒈪	sux
gizzu	|GIŠ.MI|	𒄑𒈪	sux
jissu	|GIŠ.MI|	𒄑𒈪	sux
luhumx	|GIŠ.MI|	𒄑𒈪	sux
luhummu	|GIŠ.MI|	𒄑𒈪	sux
s,il4	|GIŠ.MI|	𒄑𒈪	sux
ubilla2	|GIŠ.MI|	𒄑𒈪	sux
bil4	|GIŠ.NE|	𒄑𒉈	sux
pil4	|GIŠ.NE|	𒄑𒉈	sux
gilgames3	|GIŠ.NE.GA.MES|	𒄑𒉈𒂵𒈩	sux
gilgamec3	|GIŠ.NE.GA.MES|	𒄑𒉈𒂵𒈩	sux
bil3	|GIŠ.NE@s|	𒄑𒉋	sux
gibilx	|GIŠ.NE@s|	𒄑𒉋	sux
pil3	|GIŠ.NE@s|	𒄑𒉋	sux
cegx	|GIŠ.NE@s|	𒄑𒉋	sux
ubilla	|GIŠ.NE@s|	𒄑𒉋	sux
gilgamec2	|GIŠ.NE@s.GA.ME.U.U.U|	𒄑𒉋𒂵𒈨𒌋𒌋𒌋	sux
v+	|GIŠ.NI|	𒄑𒉌	sux
jec-nu11	|GIŠ.NU₁₁|	𒄑𒉢	sux
gecdu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gectu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gectug3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
jectu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
jectug3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gicdu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gictu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gictug3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
jictu3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
jictug3	|GIŠ.PI.TUG₂|	𒄑𒉿𒌆	sux
gecbux	|GIŠ.RU|	𒄑𒊒	sux
gecpax	|GIŠ.RU|	𒄑𒊒	sux
gecpux	|GIŠ.RU|	𒄑𒊒	sux
jecbux	|GIŠ.RU|	𒄑𒊒	sux
jecpax	|GIŠ.RU|	𒄑𒊒	sux
jecpux	|GIŠ.RU|	𒄑𒊒	sux
ummax	|GIŠ.SAL.KUR|	𒄑𒊩𒆳	sux
girix	|GIŠ.ŠU.LU₂|	𒄑𒋗𒇽	sux
michac	|GIŠ.TAR|	𒄑𒋻	sux
gecdu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
gectu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
gectug2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
jectug2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
jectu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
gicdu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
gictu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
gictug2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
jictug2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
jictu2	|GIŠ.TUG₂.PI|	𒄑𒌆𒉿	sux
jizzalx	|GIŠ.TUG₂.PI.ŠIR@t.NUN|	𒄑𒌆𒉿𒋔𒉣	sux
jizzal2	|ŠIR@t.SILA₃|	𒋔𒋡	sux
aclag5	|GIŠ.TUG₂.PI.TE.A|	𒄑𒌆𒉿𒋼𒀀	sux
azalag5	|GIŠ.TUG₂.PI.TE.A|	𒄑𒌆𒉿𒋼𒀀	sux
azlag5	|GIŠ.TUG₂.PI.TE.A|	𒄑𒌆𒉿𒋼𒀀	sux
aclag3	|GIŠ.TUG₂.PI.TE.A.DU|	𒄑𒌆𒉿𒋼𒀀𒁺	sux
azalag3	|GIŠ.TUG₂.PI.TE.A.DU|	𒄑𒌆𒉿𒋼𒀀𒁺	sux
azlag3	|GIŠ.TUG₂.PI.TE.A.DU|	𒄑𒌆𒉿𒋼𒀀𒁺	sux
aclag6	|GIŠ.TUG₂.TE.A|	𒄑𒌆𒋼𒀀	sux
azalag6	|GIŠ.TUG₂.TE.A|	𒄑𒌆𒋼𒀀	sux
azlag6	|GIŠ.TUG₂.TE.A|	𒄑𒌆𒋼𒀀	sux
aclag4	|GIŠ.TUG₂.TE.A.DU|	𒄑𒌆𒋼𒀀𒁺	sux
azalag4	|GIŠ.TUG₂.TE.A.DU|	𒄑𒌆𒋼𒀀𒁺	sux
azlag4	|GIŠ.TUG₂.TE.A.DU|	𒄑𒌆𒋼𒀀𒁺	sux
gechar	|GIŠ×BAD|	𒄓	sux
gichar	|GIŠ×BAD|	𒄓	sux
ziz4	|GIŠ×BAD|	𒄓	sux
ezinux	|GIŠ×TAK₄|	𒄔	sux
qicatx	|GIŠ×TAK₄|	𒄔	sux
cabux	|GIŠ×TAK₄|	𒄔	sux
cex	|GIŠ×TAK₄|	𒄔	sux
terx	|GIŠ×TAK₄|	𒄔	sux
tirx	|GIŠ×TAK₄|	𒄔	sux
LAK610?	|GIŠ%GIŠ|	𒄒	sux
adamin3	|GIŠ%GIŠ|	𒄒	sux
adamen3	|GIŠ%GIŠ|	𒄒	sux
puhrum	|GIŠ%GIŠ|	𒄒	sux
alal3	|GIŠ%GIŠ|	𒄒	sux
an2	|GIŠ%GIŠ|	𒄒	sux
dara5	|GIŠ%GIŠ|	𒄒	sux
dari5	|GIŠ%GIŠ|	𒄒	sux
daru5	|GIŠ%GIŠ|	𒄒	sux
dur4	|GIŠ%GIŠ|	𒄒	sux
duru4	|GIŠ%GIŠ|	𒄒	sux
durum4	|GIŠ%GIŠ|	𒄒	sux
hul3	|GIŠ%GIŠ|	𒄒	sux
kib	|GIŠ%GIŠ|	𒄒	sux
kip	|GIŠ%GIŠ|	𒄒	sux
gib2	|GIŠ%GIŠ|	𒄒	sux
gip2	|GIŠ%GIŠ|	𒄒	sux
girrix	|GIŠ%GIŠ|	𒄒	sux
liri3	|GIŠ%GIŠ|	𒄒	sux
liru3	|GIŠ%GIŠ|	𒄒	sux
lirum3	|GIŠ%GIŠ|	𒄒	sux
qeb	|GIŠ%GIŠ|	𒄒	sux
qep	|GIŠ%GIŠ|	𒄒	sux
qib	|GIŠ%GIŠ|	𒄒	sux
qip	|GIŠ%GIŠ|	𒄒	sux
callur	|GIŠ%GIŠ|	𒄒	sux
cennur	|GIŠ%GIŠ|	𒄒	sux
tur4	|GIŠ%GIŠ|	𒄒	sux
tur4	|GIŠ%GIŠ|	𒄒	sux
ul3	|GIŠ%GIŠ|	𒄒	sux
ulul	|GIŠ%GIŠ|	𒄒	sux
lirumx	|GIŠ%GIŠ.ZA|	𒄒𒍝	sux
gur17	GIŠ@t	𒄕	sux
guru17	GIŠ@t	𒄕	sux
kana7	GIŠ@t	𒄕	sux
LAK509	GU	𒄖	sux
gu	GU	𒄖	sux
gumx	GU	𒄖	sux
ku8	GU	𒄖	sux
qu3	GU	𒄖	sux
LAK510	|GU%GU|	𒄗	sux
sax	|GU%GU|	𒄗	sux
sah4	|GU%GU|	𒄗	sux
sih5	|GU%GU|	𒄗	sux
suh3	|GU%GU|	𒄗	sux
zax	|GU%GU|	𒄗	sux
zih	|GU%GU|	𒄗	sux
sishe	|GU%GU.GU%GU|	𒄗𒄗	sux
LAK544	GU₂	𒄘	sux
kicādu	GU₂	𒄘	sux
gu2	GU₂	𒄘	sux
gun2	GU₂	𒄘	sux
lil6	GU₂	𒄘	sux
qu6	GU₂	𒄘	sux
tek	GU₂	𒄘	sux
tik	GU₂	𒄘	sux
tiq	GU₂	𒄘	sux
usanx	GU₂	𒄘	sux
LAK63	|GU₂.GAR₃|	𒄘𒃼	sux
KWU689	|GU₂.GAR₃|	𒄘𒃼	sux
aBZL87	|GU₂.GAR₃|	𒄘𒃼	sux
idigna	|GU₂.GAR₃|	𒄘𒃼	sux
dallax	|GU₂.GAR₃|	𒄘𒃼	sux
LAK557	|GU₂.NUNUZ|	𒄘𒉭	sux
nida	|GU₂.NUNUZ|	𒄘𒉭	sux
biltu	|GU₂.UN|	𒄘𒌦	sux
gun	|GU₂.UN|	𒄘𒌦	sux
LAK549	|GU₂×KAK|	𒄙	sux
dur	|GU₂×KAK|	𒄙	sux
tur2	|GU₂×KAK|	𒄙	sux
tur	|GU₂×KAK|	𒄙	sux
usanx	|GU₂×KAK|	𒄙	sux
duran	|GU₂×KAK.GIŠ%GIŠ|	𒄙𒄒	sux
turan	|GU₂×KAK.GIŠ%GIŠ|	𒄙𒄒	sux
ugurx	|GU₂×KAK×IGI@g|	𒄚	sux
munsub3	|GU₂×NUN|	𒄛	sux
musub3	|GU₂×NUN|	𒄛	sux
sub3	|GU₂×NUN|	𒄛	sux
usan	|GU₂×NUN|	𒄛	sux
usian	|GU₂×NUN|	𒄛	sux
ucen	|GU₂×NUN|	𒄛	sux
guerici	|GU₂×(SAL.TUG₂)|	𒄜	sux
LAK556	GU₂@g	𒄝	sux
mudx	GU₂@g	𒄝	sux
munsub4	GU₂@g	𒄝	sux
musub4	GU₂@g	𒄝	sux
usax	GU₂@g	𒄝	sux
usan2	GU₂@g	𒄝	sux
LAK123	GUD	𒄞	sux
alpu	GUD	𒄞	sux
alap	GUD	𒄞	sux
bahar	GUD	𒄞	sux
dapar	GUD	𒄞	sux
dapara	GUD	𒄞	sux
dipar	GUD	𒄞	sux
ectub	GUD	𒄞	sux
gadma	GUD	𒄞	sux
gar4	GUD	𒄞	sux
gara4	GUD	𒄞	sux
gidim7	GUD	𒄞	sux
gu4	GUD	𒄞	sux
gud	GUD	𒄞	sux
gudma	GUD	𒄞	sux
gudu	GUD	𒄞	sux
gugarid	GUD	𒄞	sux
gurx	GUD	𒄞	sux
har2	GUD	𒄞	sux
hara2	GUD	𒄞	sux
kamuc	GUD	𒄞	sux
ku15	GUD	𒄞	sux
kucdim	GUD	𒄞	sux
kucgim	GUD	𒄞	sux
kucum3	GUD	𒄞	sux
lagabx	GUD	𒄞	sux
qadma	GUD	𒄞	sux
qudmax	GUD	𒄞	sux
rucban	GUD	𒄞	sux
rucpan	GUD	𒄞	sux
cucgim	GUD	𒄞	sux
zeb3	GUD	𒄞	sux
zib3	GUD	𒄞	sux
lium	|GUD.AN.NA|	𒄞𒀭𒈾	sux
ildag2	|GUD×(A.KUR)|	𒄟	sux
LAK124	|GUD×KUR|	𒄠	sux
adar2	|GUD×KUR|	𒄠	sux
am	|GUD×KUR|	𒄠	sux
ama2	|GUD×KUR|	𒄠	sux
ildag3	|GUD×KUR|	𒄠	sux
MZL	|GUD&GUD.LUGAL|	𒄡	sux
biceba3	|GUD&GUD.LUGAL|	𒄡	sux
bicebi3	|GUD&GUD.LUGAL|	𒄡	sux
kacceba3	|GUD&GUD.LUGAL|	𒄡	sux
kaccebi3	|GUD&GUD.LUGAL|	𒄡	sux
LAK389	GUL	𒄢	sux
gul	GUL	𒄢	sux
gulu	GUL	𒄢	sux
isi2	GUL	𒄢	sux
isim2	GUL	𒄢	sux
isimu2	GUL	𒄢	sux
kul2	GUL	𒄢	sux
qul2	GUL	𒄢	sux
si23	GUL	𒄢	sux
sumun2	GUL	𒄢	sux
sumuna2	GUL	𒄢	sux
sumunu2	GUL	𒄢	sux
sun2	GUL	𒄢	sux
suna2	GUL	𒄢	sux
cun3	GUL	𒄢	sux
LAK633	GUM	𒄣	sux
gas2	GUM	𒄣	sux
gaz2	GUM	𒄣	sux
gu8	GUM	𒄣	sux
gum	GUM	𒄣	sux
kas6	GUM	𒄣	sux
ku13	GUM	𒄣	sux
kum	GUM	𒄣	sux
kun3	GUM	𒄣	sux
naga4	GUM	𒄣	sux
naja4	GUM	𒄣	sux
qu	GUM	𒄣	sux
qum	GUM	𒄣	sux
ca9	GUM	𒄣	sux
caqu3	GUM	𒄣	sux
LAK634	|GUM×ŠE|	𒄤	sux
gas	|GUM×ŠE|	𒄤	sux
gas,	|GUM×ŠE|	𒄤	sux
gaz	|GUM×ŠE|	𒄤	sux
gaza	|GUM×ŠE|	𒄤	sux
kas3	|GUM×ŠE|	𒄤	sux
kac6	|GUM×ŠE|	𒄤	sux
kas,3	|GUM×ŠE|	𒄤	sux
kaz	|GUM×ŠE|	𒄤	sux
kumx	|GUM×ŠE|	𒄤	sux
naga3	|GUM×ŠE|	𒄤	sux
naja3	|GUM×ŠE|	𒄤	sux
LAK88	GUR	𒄥	sux
gur	GUR	𒄥	sux
gura	GUR	𒄥	sux
guru	GUR	𒄥	sux
kur3	GUR	𒄥	sux
qur	GUR	𒄥	sux
quru	GUR	𒄥	sux
tari	GUR	𒄥	sux
taru	GUR	𒄥	sux
gur7	GUR₇	𒄦	sux
guru7	GUR₇	𒄦	sux
kara6	GUR₇	𒄦	sux
kuru13	GUR₇	𒄦	sux
bur7	GURUN	𒄧	sux
buru7	GURUN	𒄧	sux
gurin	GURUN	𒄧	sux
guru20	GURUN	𒄧	sux
gurumx	GURUN	𒄧	sux
gurun	GURUN	𒄧	sux
kurrunx	GURUN	𒄧	sux
kurun6	GURUN	𒄧	sux
LAK709b	GURUŠ	𒄨	sux
girec2	GURUŠ	𒄨	sux
giric2	GURUŠ	𒄨	sux
guruc	GURUŠ	𒄨	sux
jerec2	GURUŠ	𒄨	sux
juruc	GURUŠ	𒄨	sux
murucx	GURUŠ	𒄨	sux
LAK351	HA	𒄩	sux
)a4	HA	𒄩	sux
a7	HA	𒄩	sux
ayax	HA	𒄩	sux
gir14	HA	𒄩	sux
ha	HA	𒄩	sux
kir9	HA	𒄩	sux
ku6	HA	𒄩	sux
kua	HA	𒄩	sux
pec11	HA	𒄩	sux
kuar	|HA.A|	𒄩𒀀	sux
kuara	|HA.A|	𒄩𒀀	sux
sah6	|HA.A|	𒄩𒀀	sux
saha6	|HA.A|	𒄩𒀀	sux
zah2	|HA.A|	𒄩𒀀	sux
zaha2	|HA.A|	𒄩𒀀	sux
dullux	|HA.NAGAR.BU|	𒄩𒉄𒁍	sux
enkux	|HA.ZAG|	𒄩𒍠	sux
LAK353	HA@g	𒄫	sux
bis2	HA@g	𒄫	sux
bic	HA@g	𒄫	sux
buc2	HA@g	𒄫	sux
ger	HA@g	𒄫	sux
gir	HA@g	𒄫	sux
giri	HA@g	𒄫	sux
jir	HA@g	𒄫	sux
jiri	HA@g	𒄫	sux
ha6	HA@g	𒄫	sux
kar4	HA@g	𒄫	sux
ker	HA@g	𒄫	sux
kir	HA@g	𒄫	sux
kiri	HA@g	𒄫	sux
pes	HA@g	𒄫	sux
pec	HA@g	𒄫	sux
pis	HA@g	𒄫	sux
pic	HA@g	𒄫	sux
pica	HA@g	𒄫	sux
pus	HA@g	𒄫	sux
puc3	HA@g	𒄫	sux
qer	HA@g	𒄫	sux
qir	HA@g	𒄫	sux
qiri	HA@g	𒄫	sux
cegx	HA@g	𒄫	sux
zubud	HA@t	𒄪	sux
zugud	HA@t	𒄪	sux
LAK5	HAL	𒄬	sux
MZL3	HAL	𒄬	sux
buluh	HAL	𒄬	sux
bur8	HAL	𒄬	sux
buru8	HAL	𒄬	sux
buruh	HAL	𒄬	sux
hal	HAL	𒄬	sux
hala	HAL	𒄬	sux
LAK359	HI	𒄭	sux
)i3	HI	𒄭	sux
da10	HI	𒄭	sux
dab3	HI	𒄭	sux
de8	HI	𒄭	sux
di2	HI	𒄭	sux
du10	HI	𒄭	sux
dub3	HI	𒄭	sux
dug3	HI	𒄭	sux
dugu	HI	𒄭	sux
ha4	HI	𒄭	sux
he	HI	𒄭	sux
hi	HI	𒄭	sux
i11	HI	𒄭	sux
kugu	HI	𒄭	sux
mux	HI	𒄭	sux
ta8	HI	𒄭	sux
te2	HI	𒄭	sux
ti2	HI	𒄭	sux
ta3	HI	𒄭	sux
tab6	HI	𒄭	sux
te2	HI	𒄭	sux
ti2	HI	𒄭	sux
LAK360	|HI.A|	𒄭𒀀	sux
ha2	|HI.A|	𒄭𒀀	sux
LAK240	|HI.GIR₃|	𒄭𒄊	sux
hic4	|HI.GIR₃|	𒄭𒄊	sux
huc	|HI.GIR₃|	𒄭𒄊	sux
huca	|HI.GIR₃|	𒄭𒄊	sux
hucux	|HI.GIR₃|	𒄭𒄊	sux
ruc	|HI.GIR₃|	𒄭𒄊	sux
LAK361	|HI×AŠ|	𒄮	sux
kaz8	|HI×AŠ|	𒄮	sux
kazaza	|HI×AŠ|	𒄮	sux
mul3	|HI×AŠ|	𒄮	sux
muc4	|HI×AŠ|	𒄮	sux
sur3	|HI×AŠ|	𒄮	sux
uc17	|HI×AŠ|	𒄮	sux
ucca	|HI×AŠ|	𒄮	sux
zinanutu	|HI×AŠ|	𒄮	sux
ziz3	|HI×AŠ|	𒄮	sux
LAK370	|HI×AŠ₂|	𒄯	sux
ar3	|HI×AŠ₂|	𒄯	sux
ara3	|HI×AŠ₂|	𒄯	sux
endibdim	|HI×AŠ₂|	𒄯	sux
ga11	|HI×AŠ₂|	𒄯	sux
gadibdim	|HI×AŠ₂|	𒄯	sux
gin8	|HI×AŠ₂|	𒄯	sux
gu13	|HI×AŠ₂|	𒄯	sux
gudibdim	|HI×AŠ₂|	𒄯	sux
gunux	|HI×AŠ₂|	𒄯	sux
gur14	|HI×AŠ₂|	𒄯	sux
har	|HI×AŠ₂|	𒄯	sux
hara	|HI×AŠ₂|	𒄯	sux
hir2	|HI×AŠ₂|	𒄯	sux
hu4	|HI×AŠ₂|	𒄯	sux
hur	|HI×AŠ₂|	𒄯	sux
